id,suburb,area,station_count,station_count_by_area,station_count_by_area_plus_1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.672,YARRABERB,0.002984256,1,335.0919408,336.0919408
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.678,BRIMBOAL,0.002772629,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.673,BONEO,0.003476553,3,862.9237379,863.9237379
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.674,BARWIDGEE,0.002980004,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.675,CHOCOLYN,0.001964958,2,1017.833472,1018.833472
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.676,NORTH WANGARATTA,0.002939552,6,2041.127654,2042.127654
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.735,KYABRAM SOUTH,0.001738398,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.736,HOTHAM HEIGHTS,0.038152282,33,864.9548064,865.9548064
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.679,RHYLL,0.001664427,4,2403.2295,2404.2295
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.684,FARADAY,0.002321442,2,861.533412,862.533412
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.680,NALANGIL,0.001831473,2,1092.017181,1093.017181
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.681,CARALULUP,0.001803172,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.682,TAROON,0.001314031,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.683,BURWOOD EAST,0.000436327,46,105425.5058,105426.5058
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.687,BIG HILL,0.000808667,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.688,FRYERSTOWN,0.003178641,1,314.5998948,315.5998948
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.689,KORWEINGUBOORA,0.003186698,1,313.804438,314.804438
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.694,SPRINGDALLAH,0.000590495,1,1693.495184,1694.495184
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.695,HOWQUA INLET,0.00057261,2,3492.779822,3493.779822
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.690,BUNDALONG SOUTH,0.003133174,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1351,NANNEELLA,0.009692384,7,722.2165561,723.2165561
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.691,FRAMLINGHAM EAST,0.002022895,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.692,MURRINDAL,0.001519264,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.693,KARDELLA,0.001527329,1,654.7378039,655.7378039
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.833,HOMERTON,0.005109901,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.696,SAWMILL SETTLEMENT,0.000567467,2,3524.432873,3525.432873
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.697,BROOKLYN,0.000561477,32,56992.5242,56993.5242
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.703,PHEASANT CREEK,0.001784292,2,1120.892684,1121.892684
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.704,NULLAWARRE NORTH,0.002334584,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.705,HAWTHORN,0.000605228,89,147051.9833,147052.9833
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.698,TREMONT,0.00056086,2,3565.951143,3566.951143
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.699,BELLELLEN,0.001844196,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.700,CARRAJUNG SOUTH,0.001574354,1,635.1811935,636.1811935
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1352,LAKE WONGAN,0.00249582,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1353,BAMGANIE,0.003167375,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.701,RED HILL SOUTH,0.00156679,4,2552.990333,2553.990333
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.706,TRIDA,0.002333951,2,856.9159978,857.9159978
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.702,RUNNING CREEK,0.001527188,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.707,TANWOOD,0.001888763,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.711,MAILORS FLAT,0.001718012,2,1164.136037,1165.136037
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.712,WESTBY,0.002044103,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.713,BULN BULN,0.001884959,6,3183.092642,3184.092642
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.714,YANNATHAN,0.003728947,1,268.1722493,269.1722493
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.715,AVONSLEIGH,0.000776232,3,3864.824154,3865.824154
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.716,DEVILS RIVER,0.007596311,4,526.5713607,527.5713607
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.717,MENZIES CREEK,0.000768431,3,3904.061281,3905.061281
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.737,BULLARTO,0.001734751,1,576.4514482,577.4514482
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.793,DALTONS BRIDGE,0.001944196,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.718,THE COVE,0.000769624,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.719,HARCOURT,0.002889219,10,3461.142694,3462.142694
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.720,TARILTA,0.000727826,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.721,MIRBOO NORTH,0.009960444,11,1104.368469,1105.368469
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.722,COOPERS CREEK,0.001022385,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.723,WALHALLA,0.010373167,3,289.2077217,290.2077217
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1448,BYRNESIDE,0.003347149,2,597.5234047,598.5234047
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.724,TATONG,0.018820853,1,53.13255433,54.13255433
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.787,CUNDARE,0.001737717,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.725,MOYHU,0.009794177,8,816.8118615,817.8118615
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.726,BURROWYE,0.013237703,1,75.54180608,76.54180608
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.727,GLENROY,0.000911742,20,21936.02011,21937.02011
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.746,PIGGOREET,0.001073909,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1449,HOWES CREEK,0.003378363,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.728,BROADMEADOWS,0.000859266,66,76809.70253,76810.70253
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.747,MERBEIN SOUTH,0.002843401,2,703.3830273,704.3830273
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.748,ROSEBERY,0.001618693,2,1235.565009,1236.565009
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1450,WARANGA,0.000525915,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1451,NARINGAL,0.00325084,2,615.2256657,616.2256657
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1452,CAMBERWELL,0.000793229,59,74379.54102,74380.54102
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1453,ROWVILLE,0.002220893,46,20712.38742,20713.38742
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1454,MERNDA,0.002292111,20,8725.581065,8726.581065
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.729,SHEPHERDS FLAT,0.002724652,2,734.0387726,735.0387726
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.730,RIVERSLEA,0.002619811,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.731,BUNDALAGUAH,0.002994244,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.749,NEERIM,0.001646814,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.788,ELINGAMITE,0.00174113,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1455,DOREEN,0.003308038,11,3325.23395,3326.23395
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.732,MOE SOUTH,0.001792272,8,4463.609445,4464.609445
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1456,YAN YEAN,0.003301572,7,2120.202004,2121.202004
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.738,TARRANYURK,0.011911156,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.750,PURDEET,0.004309366,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.739,WARRENBAYNE,0.013041171,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.740,DEVON NORTH,0.006638551,2,301.2705813,302.2705813
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.741,YARRAM,0.011463059,24,2093.681967,2094.681967
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.751,TABBERABBERA,0.001650691,1,605.8067559,606.8067559
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.752,DOOKIE COLLEGE,0.00165824,2,1206.097814,1207.097814
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.742,WON WRON,0.015306523,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.743,GAPSTED,0.00527017,2,379.4944326,380.4944326
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.744,DONCASTER EAST,0.001118047,32,28621.3406,28622.3406
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.745,HILLCREST,0.001082575,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.756,BULLAHARRE,0.000727074,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2554,SWANWATER WEST,0.004717435,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2555,YUULONG,0.005404037,4,740.1873967,741.1873967
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.753,BALLENDELLA,0.002674319,2,747.8539578,748.8539578
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.754,MOUNT WAVERLEY,0.001555012,58,37298.7379,37299.7379
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.755,GREEN GULLY,0.00071733,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2556,SUNSHINE,0.000480245,39,81208.6155,81209.6155
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.757,BLACKBURN SOUTH,0.000368289,4,10861.04842,10862.04842
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.758,COLIGNAN,0.008746175,7,800.3498976,801.3498976
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.763,STAFFORDSHIRE REEF,0.001925407,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.764,STRZELECKI,0.003341972,2,598.4490953,599.4490953
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.759,CLOVER FLAT,0.001702521,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.760,NUGGETTY,0.002950052,2,677.9541876,678.9541876
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.761,ROSES GAP,0.00294724,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.762,LAKE CONDAH,0.002983688,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.765,NERRING,0.001914367,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.766,TRESCO WEST,0.003563294,1,280.6392133,281.6392133
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.767,PIPERS CREEK,0.002765679,2,723.1497728,724.1497728
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.768,GLENBRAE,0.002764674,1,361.7063119,362.7063119
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.769,RIVERSIDE,0.002728381,1,366.5177032,367.5177032
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.770,CARRUM,0.00016053,10,62293.73609,62294.73609
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.771,KOROOP,0.004990871,1,200.365823,201.365823
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.774,SOUTH WHARF,2.67E-05,31,1160858.409,1160859.409
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.775,BENDIGO,0.00055306,49,88597.97245,88598.97245
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.772,RAINBOW,0.088928173,15,168.6754539,169.6754539
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.773,WHEELERS HILL,0.001062214,23,21652.89339,21653.89339
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.776,SANDRINGHAM,0.000378826,24,63353.57091,63354.57091
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.777,CANTERBURY,0.000323162,13,40227.44446,40228.44446
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.778,BLACKBURN NORTH,0.000276469,4,14468.18105,14469.18105
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.782,COONOOER WEST,0.004914491,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.785,TARNAGULLA,0.002899086,5,1724.681244,1725.681244
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.789,WEE WEE RUP,0.001683796,1,593.8963335,594.8963335
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.790,GLEN WAVERLEY,0.001724459,69,40012.553,40013.553
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.783,MONGANS BRIDGE,0.002999943,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.786,LOCH VALLEY,0.002942008,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.791,EAST SALE,0.000969826,23,23715.59263,23716.59263
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.794,LOVELY BANKS,0.003071554,10,3255.680692,3256.680692
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.795,BELLFIELD,0.014077097,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.796,BELL POST HILL,0.000559538,7,12510.31361,12511.31361
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.797,CLARENDON,0.001507748,1,663.2405878,664.2405878
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.798,THOMASTOWN,0.001507694,41,27193.84131,27194.84131
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1619,GRASS FLAT,0.007027167,1,142.304852,143.304852
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1620,CHRISTMAS HILLS,0.005040385,9,1785.577829,1786.577829
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.799,BELGRAVE SOUTH,0.001295911,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.800,MEPUNGA,0.001297402,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1621,TERIP TERIP,0.00499077,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.801,SMITHS GULLY,0.001505908,2,1328.102188,1329.102188
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.802,SHEANS CREEK,0.001478597,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.803,HURSTBRIDGE,0.001493888,7,4685.758067,4686.758067
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.804,FRANKSTON SOUTH,0.001503175,21,13970.43123,13971.43123
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.805,BADDAGINNIE,0.00947729,4,422.0615757,423.0615757
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.806,DONVALE,0.001198827,14,11678.0852,11679.0852
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.807,EMU,0.008277172,2,241.6284281,242.6284281
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.808,KARDELLA SOUTH,0.001050548,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.809,BETLEY,0.001013736,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.810,CABBAGE TREE,0.001020763,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.811,STAUGHTON VALE,0.003486456,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.818,NAROGHID,0.001941157,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.819,HAZEL PARK,0.001262957,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.820,FERGUSON,0.001257941,1,794.9498726,795.9498726
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.822,NEERIM JUNCTION,0.001538902,4,2599.25515,2600.25515
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.823,GLENHOPE EAST,0.002619955,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.824,BRIGHTON EAST,0.000587957,21,35716.87294,35717.87294
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.829,WISELEIGH,0.001228956,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.825,SANDON,0.003691559,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.826,BORONIA,0.001153445,21,18206.32408,18207.32408
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.830,ALLENDALE,0.001458475,1,685.6475033,686.6475033
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.832,GIPSY POINT,0.001460986,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.827,WENTWORTH,0.015993307,1,62.52615565,63.52615565
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.828,LANGDONS HILL,0.001210772,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.831,TYAAK,0.001214762,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.834,ARGYLE,0.002013603,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.835,DOLLAR,0.002015128,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.836,CLARKES HILL,0.00123924,1,806.946186,807.946186
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.854,HEATHCOTE JUNCTION,0.001037904,4,3853.919701,3854.919701
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.837,OSBORNES FLAT,0.001221723,1,818.5164296,819.5164296
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1262,POMBORNEIT,0.00235064,4,1701.664049,1702.664049
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.838,CASSILIS,0.001229467,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.839,KALLISTA,0.001237982,4,3231.065756,3232.065756
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.840,BIRDWOODTON,0.001173764,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.855,ROBERTSONS BEACH,0.001610488,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.856,ENDEAVOUR HILLS,0.001588694,16,10071.16595,10072.16595
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.888,ERICA,0.001465477,2,1364.743087,1365.743087
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.889,OXLEY FLATS,0.001434064,1,697.3190731,698.3190731
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.841,SPARGO CREEK,0.001225719,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.860,GOLDEN POINT,0.000863953,1,1157.470254,1158.470254
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.890,HAZELWOOD SOUTH,0.001466724,3,2045.375229,2046.375229
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1263,BERRIWILLOCK,0.025255076,4,158.3840035,159.3840035
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2576,JEFFCOTT,0.009342565,3,321.1109643,322.1109643
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.842,DENNINGTON,0.001235891,7,5663.929963,5664.929963
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.861,MUSK,0.001733187,1,576.9719266,577.9719266
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.843,KOROBEIT,0.001480917,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.844,CABARITA,0.000529845,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.862,WOODSIDE NORTH,0.000620167,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.845,KANYA,0.005335834,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.846,MOUNT DORAN,0.000671876,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.847,AVONDALE HEIGHTS,0.000553052,9,16273.3272,16274.3272
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.863,LANGSBOROUGH,0.000620771,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.848,SOMERTON,0.000548144,55,100338.6336,100339.6336
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.849,CLARETOWN,0.00068828,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.850,MOKEPILLY,0.00225901,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.878,AVON PLAINS,0.006292003,1,158.9318944,159.9318944
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.851,NEWHAVEN,0.000688225,9,13077.12447,13078.12447
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.852,OAKLEIGH SOUTH,0.000681757,23,33736.33715,33737.33715
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.853,SHERBROOKE,0.00067644,4,5913.314632,5914.314632
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.884,SAILORS FALLS,0.000995253,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.857,RAWSON,0.00070826,5,7059.550837,7060.550837
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.858,SKINNERS FLAT,0.001216093,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.859,LLOWALONG,0.00185147,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.885,WALDARA,0.00084402,2,2369.611815,2370.611815
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.886,ORRVALE,0.001146848,3,2615.864893,2616.864893
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.887,YANGERY,0.001163517,3,2578.389162,2579.389162
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.901,DOCTORS FLAT,0.000944024,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.864,STRATHMORE HEIGHTS,6.93E-05,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.865,PIEDMONT,0.000557298,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.866,BEACONSFIELD UPPER,0.002935862,6,2043.692941,2044.692941
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.867,ST LEONARDS,0.002930742,8,2729.683828,2730.683828
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.868,PASCHENDALE,0.002861711,1,349.4413299,350.4413299
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.902,WARATAH BAY,0.000957606,1,1044.271204,1045.271204
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.903,WOODFORD,0.000947535,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.869,HAVILAH,0.001111748,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.870,BIG PATS CREEK,0.001127002,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.871,SUNDAY CREEK,0.001007441,2,1985.227562,1986.227562
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.872,AMOR,0.000661124,2,3025.150807,3026.150807
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.873,LAWRENCE,0.001150084,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1274,BUNKERS HILL,0.001239487,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.874,EDGECOMBE,0.001145015,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.875,GELLIONDALE,0.001165908,1,857.7007637,858.7007637
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.876,GILLIESTON,0.001332095,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.877,COWES,0.002137976,26,12161.03632,12162.03632
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.879,CAPE CONRAN,0.001410186,1,709.1260703,710.1260703
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.880,INKERMAN,0.000533651,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.881,BOWSER,0.000530957,2,3766.782662,3767.782662
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.882,LUCKNOW,0.002017356,5,2478.492137,2479.492137
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.883,BAXTER,0.001015465,4,3939.083528,3940.083528
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.891,WONGA,0.0014709,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.904,CROSSOVER,0.001704177,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.892,CRANBOURNE WEST,0.001213934,15,12356.51792,12357.51792
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.893,COBAW,0.001199106,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.894,MEPUNGA EAST,0.002014241,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.905,TOOLAMBA WEST,0.001668232,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.906,WOORINEN NORTH,0.001683866,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.907,VENUS BAY,0.001763498,7,3969.383893,3970.383893
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1831,GOSCHEN,0.016031093,4,249.5151108,250.5151108
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.895,DON VALLEY,0.001408111,1,710.1714857,711.1714857
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.896,GLENDARUEL,0.001386238,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.897,CHEROKEE,0.000865541,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.908,GRAHAMVALE,0.001549713,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.898,MERRIANG,0.000857088,2,2333.482018,2334.482018
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.899,MERBEIN WEST,0.000817893,1,1222.654156,1223.654156
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.900,MILLGROVE,0.000957365,3,3133.602003,3134.602003
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.909,THORPDALE SOUTH,0.001211938,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.910,THE HONEYSUCKLES,0.001209419,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2123,MAJOR PLAINS,0.004243815,0,0,1
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2124,MOUNT EGERTON,0.005425446,2,368.6332896,369.6332896
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.911,JEERALANG JUNCTION,0.001204778,5,4150.142707,4151.142707
ckan_af33dd8c_0534_4e18_9245_fc64440f742e.912,HINNOMUNJIE,0.001407598,0,0,1
